"scientific.name","common.name","observed.on","location","listing.status","latitude","longitude","url"
"Falco peregrinus","Peregrine Falcon","2018-08-06","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2018-08-28","Acadia National Park, Bar Harbor US-ME (44.3654,-68.2562)","state endangered",44.365392,-68.256237,NA
"Falco peregrinus","Peregrine Falcon","2018-08-07","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2018-08-25","Acadia NP--Penobscot Mountain","state endangered",44.3329687,-68.2666183,NA
"Falco peregrinus","Peregrine Falcon","2018-08-19","Acadia NP--Bubble Mountain Trails","state endangered",44.3425117,-68.2540226,NA
"Falco peregrinus","Peregrine Falcon","2018-09-21","Acadia NP--Jesup Path","state endangered",44.3672499,-68.2112038,NA
"Falco peregrinus","Peregrine Falcon","2018-09-19","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-09-23","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2018-09-30","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-09-23","Schooner Head Trail, Bar Harbor, Maine, US (44.353, -68.184)","state endangered",44.352751,-68.184328,NA
"Falco peregrinus","Peregrine Falcon","2018-09-10","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-09-20","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-09-01","Acadia NP--Beech Mountain and Beech Cliff Trails","state endangered",44.3146368,-68.3434689,NA
"Falco peregrinus","Peregrine Falcon","2018-09-24","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2018-09-19","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-09-05","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-09-29","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-09-30","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-09-15","Acadia NP--East Schoodic Drive ","state endangered",44.3625954,-68.0390396,NA
"Falco peregrinus","Peregrine Falcon","2018-09-12","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Falco peregrinus","Peregrine Falcon","2018-09-10","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-09-05","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-09-19","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-09-16","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Falco peregrinus","Peregrine Falcon","2018-09-21","Acadia NP--Schooner Head Road Marsh","state endangered",44.3489122,-68.1854868,NA
"Falco peregrinus","Peregrine Falcon","2018-09-24","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Falco peregrinus","Peregrine Falcon","2018-09-21","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-09-29","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-09-20","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-09-19","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-09-24","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Alca torda","Razorbill","2018-09-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-09-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-09-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-09-01","(44.0282,-68.6531)","state endangered",44.028179,-68.65307,NA
"Alca torda","Razorbill","2018-09-01","(44.0282,-68.6531)","state threatened",44.028179,-68.65307,NA
"Histrionicus histrionicus","Harlequin Duck","2018-10-23","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2018-10-23","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-17","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-21","Acadia NP--Ocean Path","state endangered",44.3297579,-68.184886,NA
"Falco peregrinus","Peregrine Falcon","2018-10-03","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-24","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-01","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-08","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-24","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-22","Acadia NP--Bubble Mountain Trails","state endangered",44.3425117,-68.2540226,NA
"Falco peregrinus","Peregrine Falcon","2018-10-09","(44.3144,-68.1947)","state endangered",44.314432,-68.194717,NA
"Falco peregrinus","Peregrine Falcon","2018-10-01","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-15","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-15","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-06","Acadia NP--Schoodic Peninsula","state endangered",44.3403019,-68.0582428,NA
"Falco peregrinus","Peregrine Falcon","2018-10-03","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-15","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-15","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-17","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-06","Acadia NP--Schoodic Head","state endangered",44.3500922,-68.0540156,NA
"Falco peregrinus","Peregrine Falcon","2018-10-09","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-04","Acadia NP--Ship Harbor Trail","state endangered",44.2316668,-68.3256161,NA
"Falco peregrinus","Peregrine Falcon","2018-10-16","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-16","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-09","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-08","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-22","Acadia NP--Bubble Mountain Trails","state endangered",44.3425117,-68.2540226,NA
"Falco peregrinus","Peregrine Falcon","2018-10-26","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-15","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-10-03","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-10-31","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-10-31","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-10-17","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-10-17","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Asio flammeus","Short-eared Owl","2018-10-15","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Asio flammeus","Short-eared Owl","2018-10-15","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Asio flammeus","Short-eared Owl","2018-10-15","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2018-11-04","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2018-11-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2018-11-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2018-11-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2018-11-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2018-11-04","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2018-11-19","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2018-11-04","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2018-11-19","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2018-11-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2018-11-04","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2018-11-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2018-11-04","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-11-18","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-11-03","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-11-07","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-11-18","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-11-18","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-11-18","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-11-05","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-11-05","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-11-18","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-11-18","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-11-08","Acadia NP--Thompson Island","state endangered",44.4267926,-68.3651733,NA
"Falco peregrinus","Peregrine Falcon","2018-11-07","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-04","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-18","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2018-11-14","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-04","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-04","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-12","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-11","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-18","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2018-11-07","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-04","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-04","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-14","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-19","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-12","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-12","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-19","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-04","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-18","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2018-11-04","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-08","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-18","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2018-11-18","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2018-11-01","Acadia NP--Otter Point","state threatened",44.3072668,-68.1901217,NA
"Alca torda","Razorbill","2018-11-12","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-04","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-07","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-11","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-11-18","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2018-12-23","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2018-12-06","Acadia NP--East Schoodic Drive ","state threatened",44.3625954,-68.0390396,NA
"Histrionicus histrionicus","Harlequin Duck","2018-12-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2018-12-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2018-12-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2018-12-04","Acadia NP--Sargent Mountain","state endangered",44.3481336,-68.2717656,NA
"Alca torda","Razorbill","2018-12-26","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-12-31","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-12-26","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2018-12-21","Acadia NP--Dorr Point and Compass Harbor","state threatened",44.375481,-68.1922996,NA
"Alca torda","Razorbill","2018-12-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-12-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-12-23","Acadia National Park, Birch Harbor US-ME (44.3367,-68.0567)","state threatened",44.336712,-68.056653,NA
"Alca torda","Razorbill","2018-12-30","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-12-05","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2018-12-31","Schoodic point","state threatened",44.3324746,-68.0594873,NA
"Alca torda","Razorbill","2018-12-31","Acadia NP--East Schoodic Drive ","state threatened",44.3625954,-68.0390396,NA
"Alca torda","Razorbill","2018-12-31","Acadia NP--Frazer Point","state threatened",44.3754377,-68.0752723,NA
"Alca torda","Razorbill","2018-12-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2018-12-29","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Alca torda","Razorbill","2018-12-05","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2018-12-23","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Alca torda","Razorbill","2018-12-05","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2018-12-31","Acadia NP--Schoodic Loop Road (Mount Desert Narrows)","state threatened",44.366956,-68.076409,NA
"Alca torda","Razorbill","2018-12-23","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Alca torda","Razorbill","2018-12-23","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Bucephala islandica","Barrow's Goldeneye","2019-01-15","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Histrionicus histrionicus","Harlequin Duck","2019-01-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-01-02","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-01-01","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-01-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-01-01","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-01-19","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-01-01","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-01-01","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-01-01","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2019-01-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-01-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-01-04","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-01-23","Schoodic Head NE Atlas Block - Arey Cove","state threatened",44.3366995,-68.0566982,NA
"Alca torda","Razorbill","2019-01-04","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-01-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-01","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-01-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-09","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-01-29","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-01","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-01-27","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Alca torda","Razorbill","2019-01-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-06","Acadia NP--Thunder Hole","state threatened",44.320651,-68.1887506,NA
"Alca torda","Razorbill","2019-01-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-16","Pond Island Cove","state threatened",44.3459685,-68.0668772,NA
"Alca torda","Razorbill","2019-01-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-28","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-01","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-01-29","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-10","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-01-27","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-04","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-27","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-10","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-01-29","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-01","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-01-06","Acadia NP--Thunder Hole","state threatened",44.320651,-68.1887506,NA
"Alca torda","Razorbill","2019-01-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-29","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-01","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-01-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-02","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-29","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-27","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Alca torda","Razorbill","2019-01-26","Acadia NP--Ocean Drive","state threatened",44.3231322,-68.1873536,NA
"Alca torda","Razorbill","2019-01-29","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-09","Schoodic Head NW Atlas Block","state threatened",44.3603501,-68.0765171,NA
"Alca torda","Razorbill","2019-01-01","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-01-10","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2019-01-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2019-01-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Bucephala islandica","Barrow's Goldeneye","2019-02-22","Acadia NP--Seawall Pond","state threatened",44.2426166,-68.299427,NA
"Bucephala islandica","Barrow's Goldeneye","2019-02-22","Acadia NP--Seawall Pond","state threatened",44.2426166,-68.299427,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-03","Acadia National Park, Birch Harbor US-ME (44.3756,-68.0752)","state threatened",44.374387,-68.073756,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-23","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2019-02-26","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
