"common.name","scientific.name","observed.on","place.guess","latitude","longitude","positional.accuracy","url","cat"
"rugosa rose","Rosa rugosa","2021-09-24","Bar Harbor, ME 04609, USA",44.3109083333,-68.1891416667,NA,"https://www.inaturalist.org/observations/96117249","All observations"
"glossy buckthorn","Frangula alnus","2021-09-23","Bar Harbor, ME 04609, USA",44.37024687,-68.21204587,7,"https://www.inaturalist.org/observations/95893032","All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2021-09-23","Acadia National Park, Mount Desert, ME, US",44.33203,-68.2634116667,97,"https://www.inaturalist.org/observations/95910991","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-09-21","Acadia National Park, Bar Harbor, ME, US",44.397655,-68.209245,104,"https://www.inaturalist.org/observations/95695666","All observations"
"rugosa rose","Rosa rugosa","2021-09-19","Acadia National Park, Birch Harbor, ME, US",44.3762179095,-68.0751571417,8,"https://www.inaturalist.org/observations/95409997","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-09-19","Bar Island",44.398151412,-68.2069099322,501,"https://www.inaturalist.org/observations/95481046","All observations"
"rugosa rose","Rosa rugosa","2021-09-17","Gulf of Maine, Southwest Harbor, ME, US",44.2293616667,-68.313125,3,"https://www.inaturalist.org/observations/95259787","All observations"
"Bull Thistle","Cirsium vulgare","2021-09-17","Acadia National Park, Southwest Harbor, ME, US",44.2295116667,-68.3129283333,4,"https://www.inaturalist.org/observations/95259880","All observations"
"glossy buckthorn","Frangula alnus","2021-09-16","Bar Harbor, ME 04609, USA",44.3665764929,-68.2109158114,125,"https://www.inaturalist.org/observations/95094401","All observations"
"white poplar","Populus alba","2021-09-16","Acadia National Park, Bar Harbor, ME, US",44.314525,-68.1935583333,12,"https://www.inaturalist.org/observations/95257976","All observations"
"rugosa rose","Rosa rugosa","2021-09-16","Acadia National Park, Birch Harbor, ME, US",44.3325883333,-68.0607221667,48,"https://www.inaturalist.org/observations/95260047","All observations"
"rugosa rose","Rosa rugosa","2021-09-14","Bar Harbor",44.3173027039,-68.1998138428,4,"https://www.inaturalist.org/observations/94855695","All observations"
"rugosa rose","Rosa rugosa","2021-09-11","Acadia National Park, Birch Harbor, ME, US",44.3602783333,-68.0765833333,3,"https://www.inaturalist.org/observations/94486466","All observations"
"purple crownvetch","Securigera varia","2021-09-11","Acadia National Park, Birch Harbor, ME, US",44.33525,-68.0583805,12,"https://www.inaturalist.org/observations/94510581","All observations"
"rugosa rose","Rosa rugosa","2021-09-09","Acadia National Park, Birch Harbor, ME, US",44.376245,-68.0751111667,10,"https://www.inaturalist.org/observations/94241371","All observations"
"rugosa rose","Rosa rugosa","2021-09-09","Acadia National Park, Southwest Harbor, ME, US",44.238695,-68.3014966667,36,"https://www.inaturalist.org/observations/94280537","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-09-07","Bar Harbor, ME 04609, USA",44.32083243,-68.18867638,3,"https://www.inaturalist.org/observations/94037402","All observations"
"rugosa rose","Rosa rugosa","2021-09-07","Acadia National Park, Southwest Harbor, ME, US",44.2294899288,-68.3128283839,248,"https://www.inaturalist.org/observations/94111453","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-09-06","Acadia National Park, Birch Harbor, ME, US",44.3437116667,-68.0665195,26,"https://www.inaturalist.org/observations/93911162","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-09-06","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.2995223999,-68.2184753418,13,"https://www.inaturalist.org/observations/93921387","All observations"
"rugosa rose","Rosa rugosa","2021-09-06","Acadia National Park, Birch Harbor, ME, US",44.3454583333,-68.0660778333,4,"https://www.inaturalist.org/observations/94001653","All observations"
"colt's-foot","Tussilago farfara","2021-09-04","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3302268982,-68.1840286255,9,"https://www.inaturalist.org/observations/93615179","All observations"
"colt's-foot","Tussilago farfara","2021-09-04","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.330225784,-68.1840251286,9,"https://www.inaturalist.org/observations/93660188","All observations"
"rugosa rose","Rosa rugosa","2021-09-04","Acadia National Park, Birch Harbor, ME, US",44.3762283333,-68.0751333333,4,"https://www.inaturalist.org/observations/93708609","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-31","Gulf of Maine, Bar Harbor, ME, US",44.3070991825,-68.1930578483,9,"https://www.inaturalist.org/observations/93156378","All observations"
"glossy buckthorn","Frangula alnus","2021-08-31","Acadia National Park, Bar Harbor, ME, US",44.3693276262,-68.2064514422,99,"https://www.inaturalist.org/observations/93165332","All observations"
"common heather","Calluna vulgaris","2021-08-30","Acadia National Park, Mount Desert, ME, US",44.319450026,-68.316931431,9,"https://www.inaturalist.org/observations/93045865","All observations"
"rugosa rose","Rosa rugosa","2021-08-30","Acadia National Park, Birch Harbor, ME, US",44.33310333,-68.06121117,15,"https://www.inaturalist.org/observations/93076980","All observations"
"rugosa rose","Rosa rugosa","2021-08-30","Otter Creek, ME 04660, USA",44.3172060506,-68.1996374577,141,"https://www.inaturalist.org/observations/93115780","All observations"
"rugosa rose","Rosa rugosa","2021-08-30","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3173506692,-68.199050841,31,"https://www.inaturalist.org/observations/93288270","All observations"
"rugosa rose","Rosa rugosa","2021-08-29","Acadia National Park, Southwest Harbor, ME, US",44.2292966667,-68.3125833333,4,"https://www.inaturalist.org/observations/92986182","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-29","Winter Harbor, ME, USA",44.3439361111,-68.0664888889,NA,"https://www.inaturalist.org/observations/93189087","All observations"
"rugosa rose","Rosa rugosa","2021-08-28","Cadillac Mountain",44.3526128478,-68.2251036912,1551,"https://www.inaturalist.org/observations/92806819","All observations"
"rugosa rose","Rosa rugosa","2021-08-28","Acadia National Park, Birch Harbor, ME, US",44.3428583333,-68.059975,4,"https://www.inaturalist.org/observations/92825314","All observations"
"rugosa rose","Rosa rugosa","2021-08-26","Acadia National Park, Bar Harbor, ME, US",44.3173613535,-68.1991007876,378,"https://www.inaturalist.org/observations/92791807","All observations"
"rugosa rose","Rosa rugosa","2021-08-25","Gulf of Maine, Southwest Harbor, ME, US",44.2292716667,-68.3129716667,4,"https://www.inaturalist.org/observations/92735958","All observations"
"Bull Thistle","Cirsium vulgare","2021-08-24","Acadia National Park, Southwest Harbor, ME, US",44.229355,-68.31231667,5,"https://www.inaturalist.org/observations/92680707","All observations"
"rugosa rose","Rosa rugosa","2021-08-24","Acadia National Park, Southwest Harbor, ME, US",44.23319667,-68.30875333,5,"https://www.inaturalist.org/observations/92916442","All observations"
"rugosa rose","Rosa rugosa","2021-08-22","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3387549278,-68.0454925821,176,"https://www.inaturalist.org/observations/92197441","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-21","Acadia National Park, Birch Harbor, ME, US",44.3325425964,-68.0608488154,5,"https://www.inaturalist.org/observations/91996734","All observations"
"creeping thistle","Cirsium arvense","2021-08-20","Southwest Harbor, ME 04679, USA",44.2288777778,-68.31115,NA,"https://www.inaturalist.org/observations/93173788","All observations"
"rugosa rose","Rosa rugosa","2021-08-20","Southwest Harbor, ME 04679, USA",44.2289888889,-68.3124388889,NA,"https://www.inaturalist.org/observations/93174170","All observations"
"rugosa rose","Rosa rugosa","2021-08-19","Birch Harbor",44.3653068542,-68.0763092041,5,"https://www.inaturalist.org/observations/91794919","All observations"
"purple loosestrife","Lythrum salicaria","2021-08-19","Acadia National Park, Bar Harbor, ME, US",44.3755416667,-68.191925,11,"https://www.inaturalist.org/observations/91805936","All observations"
"Bifid Hemp-nettle","Galeopsis bifida","2021-08-19","Winter Harbor, ME, USA",44.3348806837,-68.0518931738,122,"https://www.inaturalist.org/observations/92055859","All observations"
"Bifid Hemp-nettle","Galeopsis bifida","2021-08-19","Winter Harbor, ME, USA",44.3345123312,-68.0520648352,122,"https://www.inaturalist.org/observations/92055860","All observations"
"Bifid Hemp-nettle","Galeopsis bifida","2021-08-19","Winter Harbor, ME, USA",44.3350648591,-68.0523223273,122,"https://www.inaturalist.org/observations/92055861","All observations"
"rugosa rose","Rosa rugosa","2021-08-19","Acadia National Park, Bar Harbor, ME, US",44.3293883333,-68.1786333333,6,"https://www.inaturalist.org/observations/92289167","All observations"
"rugosa rose","Rosa rugosa","2021-08-18","Acadia National Park, Birch Harbor, ME, US",44.3387666667,-68.0466388333,22,"https://www.inaturalist.org/observations/91733240","All observations"
"rugosa rose","Rosa rugosa","2021-08-18","Mt Desert, ME 04660, USA",44.3172497095,-68.1996585801,583,"https://www.inaturalist.org/observations/91831835","All observations"
"purple crownvetch","Securigera varia","2021-08-18","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.35275104,-68.22624676,9,"https://www.inaturalist.org/observations/135018383","All observations"
"purple crownvetch","Securigera varia","2021-08-17","Acadia National Park, Bar Harbor, ME, US",44.3712283333,-68.2055133333,1414,"https://www.inaturalist.org/observations/91670581","All observations"
"common heather","Calluna vulgaris","2021-08-17","Hancock County, US-ME, US",44.3193786596,-68.3169806706,19198,"https://www.inaturalist.org/observations/160583370","All observations"
"purple crownvetch","Securigera varia","2021-08-16","Bar Harbor, ME, USA",44.352622,-68.226348,NA,"https://www.inaturalist.org/observations/91557346","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-08-15","Bar Harbor",44.3973617554,-68.2101669312,4,"https://www.inaturalist.org/observations/91268428","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-15","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.2996643298,-68.2182054688,7,"https://www.inaturalist.org/observations/91300220","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-14","Bar Harbor",44.3207702637,-68.1887817383,7,"https://www.inaturalist.org/observations/91189805","All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2021-08-13","Acadia National Park, Southwest Harbor, ME, US",44.2289291555,-68.3209064138,8,"https://www.inaturalist.org/observations/91030860","All observations"
"rugosa rose","Rosa rugosa","2021-08-13","Gulf of Maine, Southwest Harbor, ME, US",44.2254763144,-68.318056902,3,"https://www.inaturalist.org/observations/91030973","All observations"
"rugosa rose","Rosa rugosa","2021-08-12","Acadia National Park, Bar Harbor, ME, US",44.3522383333,-68.2238083333,10,"https://www.inaturalist.org/observations/90944417","All observations"
"glossy buckthorn","Frangula alnus","2021-08-12","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3667980738,-68.210973594,256,"https://www.inaturalist.org/observations/91061071","All observations"
"glossy buckthorn","Frangula alnus","2021-08-12","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3636467881,-68.2102381937,18,"https://www.inaturalist.org/observations/91061407","All observations"
"common heather","Calluna vulgaris","2021-08-11","Mt Desert, ME 04660, USA",44.3198289722,-68.316775,NA,"https://www.inaturalist.org/observations/90792218","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-11","Acadia National Park, Birch Harbor, ME, US",44.3326721096,-68.0609312879,65,"https://www.inaturalist.org/observations/90816012","All observations"
"rugosa rose","Rosa rugosa","2021-08-11","Acadia National Park, Southwest Harbor, ME, US",44.2295216667,-68.3144216667,10,"https://www.inaturalist.org/observations/90985758","All observations"
"purple loosestrife","Lythrum salicaria","2021-08-11","Hancock County, US-ME, US",44.3155781529,-68.2402788421,236,"https://www.inaturalist.org/observations/179095624","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-10","Birch Harbor",44.3333740234,-68.0624771118,65,"https://www.inaturalist.org/observations/90660159","All observations"
"rugosa rose","Rosa rugosa","2021-08-10","Winter Harbor, ME 04693, USA",44.34283795,-68.06000513,8,"https://www.inaturalist.org/observations/90660304","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-10","Acadia National Park, Birch Harbor, ME, US",44.3335818554,-68.0634381714,4,"https://www.inaturalist.org/observations/90692779","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-08-10","Acadia National Park, Birch Harbor, ME, US",44.335695,-68.0615388333,5,"https://www.inaturalist.org/observations/90765908","All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2021-08-10","Acadia National Park, Birch Harbor, ME, US",44.3363216667,-68.0617916667,5,"https://www.inaturalist.org/observations/90766038","All observations"
"rugosa rose","Rosa rugosa","2021-08-10","Acadia National Park, Birch Harbor, ME, US",44.3743283333,-68.0713278333,5,"https://www.inaturalist.org/observations/90766629","All observations"
"rugosa rose","Rosa rugosa","2021-08-09","Acadia National Park, Maine, USA",44.3385559,-68.2733346,16108,"https://www.inaturalist.org/observations/91576621","All observations"
"common heather","Calluna vulgaris","2021-08-08","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.3194530812,-68.316988377,5,"https://www.inaturalist.org/observations/91859776","All observations"
"rugosa rose","Rosa rugosa","2021-08-06","Winter Harbor, ME 04693, USA",44.3694687997,-68.0772766997,NA,"https://www.inaturalist.org/observations/90211621","All observations"
"rugosa rose","Rosa rugosa","2021-08-06","Winter Harbor, ME 04693, USA",44.3692888889,-68.0772611111,NA,"https://www.inaturalist.org/observations/90413974","All observations"
"rugosa rose","Rosa rugosa","2021-08-06","Winter Harbor, ME 04693, USA",44.35819884,-68.07662036,3,"https://www.inaturalist.org/observations/90550945","All observations"
"purple crownvetch","Securigera varia","2021-08-05","Acadia National Park, Birch Harbor, ME, US",44.3358165259,-68.0597092119,4,"https://www.inaturalist.org/observations/90055544","All observations"
"purple crownvetch","Securigera varia","2021-08-05","Acadia National Park, Birch Harbor, ME, US",44.3359785473,-68.0594388906,23,"https://www.inaturalist.org/observations/90055571","All observations"
"rugosa rose","Rosa rugosa","2021-08-05","Acadia National Park, Birch Harbor, ME, US",44.3362556343,-68.0586692878,22,"https://www.inaturalist.org/observations/90055609","All observations"
"purple crownvetch","Securigera varia","2021-08-05","Acadia National Park, Birch Harbor, ME, US",44.3352512996,-68.0607308144,33,"https://www.inaturalist.org/observations/90055708","All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2021-08-05","Acadia National Park, Hancock County, US-ME, US",44.3373448402,-68.0607331452,6,"https://www.inaturalist.org/observations/90187724","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-05","Acadia National Park, Bar Harbor, ME, US",44.3521365374,-68.2239440532,437,"https://www.inaturalist.org/observations/92393932","All observations"
"rugosa rose","Rosa rugosa","2021-08-05","Acadia National Park, Bar Harbor, ME, US",44.3209324976,-68.1887033381,630,"https://www.inaturalist.org/observations/93855523","All observations"
"rugosa rose","Rosa rugosa","2021-08-04","Acadia National Park, Winter Harbor, ME, US",44.3342726,-68.0516271061,4,"https://www.inaturalist.org/observations/89927307","All observations"
"rugosa rose","Rosa rugosa","2021-08-04","Gulf of Maine, Winter Harbor, ME, US",44.3343572031,-68.0518542142,186,"https://www.inaturalist.org/observations/89929144","All observations"
"rugosa rose","Rosa rugosa","2021-08-03","Bar Harbor",44.3294296265,-68.1806182861,5,"https://www.inaturalist.org/observations/89814486","All observations"
"rugosa rose","Rosa rugosa","2021-08-03","Acadia National Park, Birch Harbor, ME, US",44.336424723,-68.0568880848,4,"https://www.inaturalist.org/observations/99084877","All observations"
"rugosa rose","Rosa rugosa","2021-08-02","Southwest Harbor",44.2220039368,-68.3374404907,4,"https://www.inaturalist.org/observations/89641763","All observations"
"rugosa rose","Rosa rugosa","2021-08-02","Mount Desert",44.3136177063,-68.2141036987,4,"https://www.inaturalist.org/observations/89648425","All observations"
"rugosa rose","Rosa rugosa","2021-08-02","Acadia National Park, Bar Harbor, ME, US",44.3529206938,-68.2240338466,59,"https://www.inaturalist.org/observations/90392653","All observations"
"common heather","Calluna vulgaris","2021-08-02","Mt Desert, ME, USA",44.3194503611,-68.3169479167,NA,"https://www.inaturalist.org/observations/90482721","All observations"
"rugosa rose","Rosa rugosa","2021-08-01","Henry Cove, Winter Harbor, ME, US",44.3762197718,-68.0752823689,4,"https://www.inaturalist.org/observations/89475627","All observations"
"rugosa rose","Rosa rugosa","2021-08-01","Southwest Harbor, ME 04679, USA",44.22944864,-68.31291702,6,"https://www.inaturalist.org/observations/89479851","All observations"
"purple crownvetch","Securigera varia","2021-08-01","Acadia National Park, Bar Harbor, ME, US",44.3263633333,-68.186225,5,"https://www.inaturalist.org/observations/89525104","All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2021-08-01","Bar Harbor, ME, USA",44.3778305556,-68.2533111111,13,"https://www.inaturalist.org/observations/90189506","All observations"
"sulphur cinquefoil","Potentilla recta","2021-08-01","Bar Harbor, ME, USA",44.3681805556,-68.2718277778,17,"https://www.inaturalist.org/observations/90189513","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-30","Acadia National Park, Southwest Harbor, ME, US",44.3132583333,-68.3367916667,8,"https://www.inaturalist.org/observations/89367837","All observations"
"rugosa rose","Rosa rugosa","2021-07-30","Winter Harbor, ME 04693, USA",44.3388399722,-68.0451249722,NA,"https://www.inaturalist.org/observations/93092909","All observations"
"Japanese barberry","Berberis thunbergii","2021-07-29","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3688659668,-68.2110061646,68,"https://www.inaturalist.org/observations/89060298","All observations"
"glossy buckthorn","Frangula alnus","2021-07-29","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.369934082,-68.2101898193,6,"https://www.inaturalist.org/observations/89062388","All observations"
"rugosa rose","Rosa rugosa","2021-07-29","Acadia National Park, Bar Harbor, ME, US",44.32077,-68.1888116667,4,"https://www.inaturalist.org/observations/89191342","All observations"
"great mullein","Verbascum thapsus","2021-07-28","Acadia National Park, Birch Harbor, ME, US",44.3442876432,-68.0566063007,22,"https://www.inaturalist.org/observations/89007302","All observations"
"rugosa rose","Rosa rugosa","2021-07-28","Acadia National Park, Birch Harbor, ME, US",44.3761770861,-68.0751504223,22,"https://www.inaturalist.org/observations/89010670","All observations"
"rugosa rose","Rosa rugosa","2021-07-28","Mount Desert Island, Southwest Harbor, ME, US",44.2281916667,-68.3111583333,4,"https://www.inaturalist.org/observations/89012621","All observations"
"rugosa rose","Rosa rugosa","2021-07-28","Winter Harbor, ME 04693, USA",44.3760543969,-68.0750442389,7,"https://www.inaturalist.org/observations/89062530","All observations"
"rugosa rose","Rosa rugosa","2021-07-28","Hancock County, US-ME, US",44.222039,-68.33759658,9,"https://www.inaturalist.org/observations/89206454","All observations"
"common heather","Calluna vulgaris","2021-07-28","Nicatous Lake, Acadia National Park, Hancock, Maine, United States",44.3194305556,-68.3170083333,11,"https://www.inaturalist.org/observations/90102251","All observations"
"purple crownvetch","Securigera varia","2021-07-28","Acadia National Park, Bar Harbor, ME, US",44.3288833333,-68.1867533333,4000,"https://www.inaturalist.org/observations/90579726","All observations"
"rugosa rose","Rosa rugosa","2021-07-27","Southwest Harbor, ME 04679, USA",44.22922213,-68.31308642,9,"https://www.inaturalist.org/observations/88826774","All observations"
"rugosa rose","Rosa rugosa","2021-07-27","Southwest Harbor, ME 04679, USA",44.22926822,-68.3130708,16,"https://www.inaturalist.org/observations/88826932","All observations"
"rugosa rose","Rosa rugosa","2021-07-27","Mount Desert Island, Southwest Harbor, ME, US",44.2220372614,-68.3374330961,9,"https://www.inaturalist.org/observations/88851796","All observations"
"rugosa rose","Rosa rugosa","2021-07-27","Gulf of Maine, Birch Harbor, ME, US",44.3386028821,-68.045472351,412,"https://www.inaturalist.org/observations/88864456","All observations"
"rugosa rose","Rosa rugosa","2021-07-27","Southwest Harbor, ME, USA",44.2412043634,-68.300296246,84,"https://www.inaturalist.org/observations/88928261","All observations"
"rugosa rose","Rosa rugosa","2021-07-27","Southwest Harbor, ME, USA",44.2411733333,-68.3002083333,NA,"https://www.inaturalist.org/observations/88928288","All observations"
"rugosa rose","Rosa rugosa","2021-07-27","Winter Harbor, ME 04693, USA",44.3360929722,-68.056841,NA,"https://www.inaturalist.org/observations/121176326","All observations"
"creeping thistle","Cirsium arvense","2021-07-27","Nicatous Lake, Acadia National Park, Hancock, Maine, United States",44.2287138889,-68.3108805556,NA,"https://www.inaturalist.org/observations/144799363","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-07-26","Mount Desert Island, Bar Harbor, ME, US",44.3172,-68.1998533333,5,"https://www.inaturalist.org/observations/88747153","All observations"
"purple crownvetch","Securigera varia","2021-07-26","Acadia National Park, Bar Harbor, ME, US",44.3174783333,-68.1992333333,5,"https://www.inaturalist.org/observations/88748287","All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2021-07-26","Bar Harbor, ME, USA",44.3682872745,-68.2111930659,306,"https://www.inaturalist.org/observations/88777753","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-07-26","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.36945,-68.2055972222,NA,"https://www.inaturalist.org/observations/144799351","All observations"
"creeping thistle","Cirsium arvense","2021-07-25","Bar Harbor, ME, USA",44.3301876319,-68.178716898,183,"https://www.inaturalist.org/observations/88608464","All observations"
"bittersweet nightshade","Solanum dulcamara","2021-07-25","Bar Harbor, ME, USA",44.3284566667,-68.17466,NA,"https://www.inaturalist.org/observations/88629778","All observations"
"rugosa rose","Rosa rugosa","2021-07-24","Bar Harbor",44.3108444214,-68.1891174316,24,"https://www.inaturalist.org/observations/88377826","All observations"
"Bull Thistle","Cirsium vulgare","2021-07-24","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.228757,-68.3110879722,NA,"https://www.inaturalist.org/observations/88476819","All observations"
"purple crownvetch","Securigera varia","2021-07-23","Acadia National Park, Bar Harbor, ME, US",44.3810254,-68.23047445,7897,"https://www.inaturalist.org/observations/88345988","All observations"
"rugosa rose","Rosa rugosa","2021-07-22","Mount Desert",44.3140716553,-68.1936035156,2599,"https://www.inaturalist.org/observations/88114186","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-22","Mount Desert",44.3173065186,-68.1997680664,518,"https://www.inaturalist.org/observations/88114494","All observations"
"rugosa rose","Rosa rugosa","2021-07-21","Acadia National Park, Birch Harbor, ME, US",44.3329073598,-68.0613666832,40,"https://www.inaturalist.org/observations/87989175","All observations"
"rugosa rose","Rosa rugosa","2021-07-21","Acadia National Park, Birch Harbor, ME, US",44.3652818073,-68.076357348,5,"https://www.inaturalist.org/observations/87999934","All observations"
"purple crownvetch","Securigera varia","2021-07-21","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.3127447778,-68.3299897247,3007,"https://www.inaturalist.org/observations/88039809","All observations"
"glossy buckthorn","Frangula alnus","2021-07-21","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3550130958,-68.2438846026,5,"https://www.inaturalist.org/observations/100997656","All observations"
"common heather","Calluna vulgaris","2021-07-20","Mount Desert",44.3194236755,-68.3168869019,3,"https://www.inaturalist.org/observations/87862484","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-07-20","Acadia National Park, Bar Harbor, ME, US",44.3975891406,-68.2096101624,255,"https://www.inaturalist.org/observations/87877545","All observations"
"rugosa rose","Rosa rugosa","2021-07-20","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2305603027,-68.3131942749,16,"https://www.inaturalist.org/observations/87904646","All observations"
"purple crownvetch","Securigera varia","2021-07-20","Bar Harbor, ME 04609, USA",44.3214861111,-68.1887888889,NA,"https://www.inaturalist.org/observations/87905641","All observations"
"rugosa rose","Rosa rugosa","2021-07-20","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3332140622,-68.0586726583,12,"https://www.inaturalist.org/observations/87911012","All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2021-07-20","Acadia National Park, Bar Harbor, ME, US",44.3302633333,-68.1810083333,1422,"https://www.inaturalist.org/observations/90026266","All observations"
"glossy buckthorn","Frangula alnus","2021-07-19","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3694785078,-68.2104718719,9,"https://www.inaturalist.org/observations/87772795","All observations"
"glossy buckthorn","Frangula alnus","2021-07-19","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.364440918,-68.2099761963,38,"https://www.inaturalist.org/observations/87773452","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-19","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3709260954,-68.2096830134,65,"https://www.inaturalist.org/observations/87774091","All observations"
"glossy buckthorn","Frangula alnus","2021-07-19","Acadia National Park, Bar Harbor, ME, US",44.3635699683,-68.2085206971,629,"https://www.inaturalist.org/observations/87803946","All observations"
"rugosa rose","Rosa rugosa","2021-07-17","Acadia National Park, Southwest Harbor, ME, US",44.229590555,-68.3129196166,6,"https://www.inaturalist.org/observations/87450401","All observations"
"rugosa rose","Rosa rugosa","2021-07-17","Gulf of Maine, Birch Harbor, ME, US",44.3622666667,-68.0399945,4,"https://www.inaturalist.org/observations/87471237","All observations"
"rugosa rose","Rosa rugosa","2021-07-17","Acadia National Park, Hancock County, US-ME, US",44.3600582118,-68.1859535635,5547,"https://www.inaturalist.org/observations/89911762","All observations"
"rugosa rose","Rosa rugosa","2021-07-15","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3208427429,-68.1889343262,65,"https://www.inaturalist.org/observations/87189009","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-15","Acadia National Park Visitor Center, Bar Harbor, ME, US",44.3703166667,-68.2066033333,25,"https://www.inaturalist.org/observations/87257572","All observations"
"purple crownvetch","Securigera varia","2021-07-15","Acadia National Park Visitor Center, Bar Harbor, ME, US",44.3702716667,-68.2066583333,15,"https://www.inaturalist.org/observations/87257599","All observations"
"common heather","Calluna vulgaris","2021-07-15","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.31941795,-68.31699527,6,"https://www.inaturalist.org/observations/87334581","All observations"
"rugosa rose","Rosa rugosa","2021-07-15","Little Cranberry Island, Cranberry Isles, ME, US",44.2615883333,-68.2396866667,4,"https://www.inaturalist.org/observations/87419781","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-14","Otter Creek, ME 04660, USA",44.3215538997,-68.2827017,NA,"https://www.inaturalist.org/observations/86982150","All observations"
"rugosa rose","Rosa rugosa","2021-07-14","Acadia National Park Visitor Center, Bar Harbor, ME, US",44.31243,-68.1900333333,6,"https://www.inaturalist.org/observations/87224665","All observations"
"rugosa rose","Rosa rugosa","2021-07-14","Acadia National Park, Birch Harbor, ME, US",44.376205,-68.0751416667,3,"https://www.inaturalist.org/observations/103687796","All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-13","Winter Harbor, ME 04693, USA",44.3488998333,-68.0689391944,NA,"https://www.inaturalist.org/observations/86853085","All observations"
"rugosa rose","Rosa rugosa","2021-07-13","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2219869118,-68.3373697638,9,"https://www.inaturalist.org/observations/141496482","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-12","Birch Harbor",44.3383522034,-68.0595779419,65,"https://www.inaturalist.org/observations/86700903","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-12","Winter Harbor",44.3382148743,-68.0594787598,18,"https://www.inaturalist.org/observations/86700968","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-12","Acadia National Park, Birch Harbor, ME, US",44.3361666667,-68.0593195,26,"https://www.inaturalist.org/observations/86797176","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-10","Winter Harbor, ME, USA",44.3371532394,-68.0612781313,271,"https://www.inaturalist.org/observations/86865332","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-10","Winter Harbor, ME, USA",44.3371532394,-68.0612781313,271,"https://www.inaturalist.org/observations/86865333","All observations"
