"common.name","scientific.name","observed.on","place.guess","latitude","longitude","cat"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2021-08-06","Isle Au Haut, ME 04645, USA",44.020999,-68.657542,"All observations"
"purple crownvetch","Securigera varia","2021-08-05","Acadia National Park, Birch Harbor, ME, US",44.3358165259,-68.0597092119,"All observations"
"purple crownvetch","Securigera varia","2021-08-05","Acadia National Park, Birch Harbor, ME, US",44.3359785473,-68.0594388906,"All observations"
"purple crownvetch","Securigera varia","2021-08-05","Acadia National Park, Birch Harbor, ME, US",44.3352512996,-68.0607308144,"All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2021-08-05","Acadia National Park, Hancock County, US-ME, US",44.3373448402,-68.0607331452,"All observations"
"Monarch","Danaus plexippus","2021-08-05","Mt Desert, ME 04675, USA",44.321218,-68.2538169722,"All observations"
"flat-topped goldenrod","Euthamia graminifolia","2021-08-04","Acadia National Park, Bar Harbor, ME, US",44.3584967405,-68.2070156281,"All observations"
"Roseroot","Rhodiola rosea","2021-08-04","Acadia National Park, Winter Harbor, ME, US",44.3333907743,-68.0517733765,"All observations"
"Roseroot","Rhodiola rosea","2021-08-04","Acadia National Park, Winter Harbor, ME, US",44.3334326402,-68.0517450695,"All observations"
"spotted Joe-Pye weed","Eutrochium maculatum","2021-08-03","Mt Desert, ME 04660, USA",44.3384665066,-68.2733348384,"All observations"
"common heather","Calluna vulgaris","2021-08-02","Mt Desert, ME, USA",44.3194503611,-68.3169479167,"All observations"
"purple crownvetch","Securigera varia","2021-08-01","Acadia National Park, Bar Harbor, ME, US",44.3263633333,-68.186225,"All observations"
"trailing arbutus","Epigaea repens","2021-08-01","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3915583333,-68.2430416667,"All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2021-08-01","Bar Harbor, ME, USA",44.3778305556,-68.2533111111,"All observations"
"flat-topped goldenrod","Euthamia graminifolia","2021-08-01","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3684194444,-68.2561861111,"All observations"
"sulphur cinquefoil","Potentilla recta","2021-08-01","Bar Harbor, ME, USA",44.3681805556,-68.2718277778,"All observations"
"Saltmarsh Sand Spurry","Spergularia marina","2021-07-31","Southwest Harbor, ME 04679, USA",44.2320305556,-68.3088333333,"All observations"
"Monarch","Danaus plexippus","2021-07-31","Acadia National Park, Southwest Harbor, ME, US",44.2304252759,-68.3124895814,"All observations"
"small green wood orchid","Platanthera clavellata","2021-07-30","Acadia National Park, Mount Desert, ME, US",44.3064283333,-68.3152616667,"All observations"
"Jack-in-the-Pulpit","Arisaema triphyllum","2021-07-30","Acadia National Park, Southwest Harbor, ME, US",44.3122583333,-68.33667,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-30","Acadia National Park, Southwest Harbor, ME, US",44.3132583333,-68.3367916667,"All observations"
"Cucumber Root","Medeola virginiana","2021-07-30","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3470277778,-68.2834916667,"All observations"
"Wood Lily","Lilium philadelphicum","2021-07-30","Mt Desert, ME, USA",44.3437527778,-68.2742083333,"All observations"
"American fly-honeysuckle","Lonicera canadensis","2021-07-30","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3442083333,-68.2852166667,"All observations"
"American germander","Teucrium canadense","2021-07-29","Acadia National Park, Bar Harbor, ME, US",44.36243,-68.2084283333,"All observations"
"interrupted clubmoss","Spinulum annotinum","2021-07-29","Nicatous Lake, Acadia National Park, Hancock, Maine, United States",44.3221277778,-68.3652111111,"All observations"
"common milkweed","Asclepias syriaca","2021-07-28","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3521166667,-68.2238694444,"All observations"
"common heather","Calluna vulgaris","2021-07-28","Nicatous Lake, Acadia National Park, Hancock, Maine, United States",44.3194305556,-68.3170083333,"All observations"
"purple crownvetch","Securigera varia","2021-07-28","Acadia National Park, Bar Harbor, ME, US",44.3288833333,-68.1867533333,"All observations"
"fringed willowherb","Epilobium ciliatum","2021-07-28","Schoodic Point, Acadia National Park, Hancock, Maine, United States",44.3326111111,-68.0616555556,"All observations"
"Roseroot","Rhodiola rosea","2021-07-28","Acadia National Park, Hancock, Maine, United States",44.33585,-68.0664083333,"All observations"
"Sea Milkwort","Lysimachia maritima","2021-07-28","Acadia National Park, Hancock, Maine, United States",44.3408222222,-68.0661888889,"All observations"
"purple crownvetch","Securigera varia","2021-07-26","Acadia National Park, Bar Harbor, ME, US",44.3174783333,-68.1992333333,"All observations"
"sessile bellwort","Uvularia sessilifolia","2021-07-26","Bar Harbor, ME, USA",44.3682872745,-68.2111930659,"All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2021-07-26","Bar Harbor, ME, USA",44.3682872745,-68.2111930659,"All observations"
"Solomon's plume","Maianthemum racemosum","2021-07-26","Bar Harbor, ME, USA",44.3640467263,-68.2082036133,"All observations"
"small green wood orchid","Platanthera clavellata","2021-07-26","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3248805556,-68.2503805556,"All observations"
"common milkweed","Asclepias syriaca","2021-07-24","Bar Harbor",44.3520851135,-68.2239074707,"All observations"
"downy rattlesnake plantain","Goodyera pubescens","2021-07-24","Hancock County, US-ME, US",44.3037028489,-68.3694362988,"All observations"
"eastern poison ivy","Toxicodendron radicans","2021-07-24","Mt Desert, ME, USA",44.34002,-68.2574916667,"All observations"
"purple crownvetch","Securigera varia","2021-07-23","Acadia National Park, Bar Harbor, ME, US",44.3810254,-68.23047445,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-22","Mount Desert",44.3173065186,-68.1997680664,"All observations"
"Cucumber Root","Medeola virginiana","2021-07-22","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3518486023,-68.2050476074,"All observations"
"Cucumber Root","Medeola virginiana","2021-07-22","Acadia National Park, Bar Harbor, ME, US",44.3520483472,-68.2054140916,"All observations"
"common milkweed","Asclepias syriaca","2021-07-22","Acadia National Park, Bar Harbor, ME, US",44.3975113892,-68.2097855588,"All observations"
"purple crownvetch","Securigera varia","2021-07-21","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.3127447778,-68.3299897247,"All observations"
"broad-leaved goldenrod","Solidago flexicaulis","2021-07-21","Southwest Harbor, ME, USA",44.3156305556,-68.3391277778,"All observations"
"common heather","Calluna vulgaris","2021-07-20","Mount Desert",44.3194236755,-68.3168869019,"All observations"
"common milkweed","Asclepias syriaca","2021-07-20","Acadia National Park, Bar Harbor, ME, US",44.3975747234,-68.2097256377,"All observations"
"purple crownvetch","Securigera varia","2021-07-20","Bar Harbor, ME 04609, USA",44.3214861111,-68.1887888889,"All observations"
"Roseroot","Rhodiola rosea","2021-07-20","Little Moose Island, Acadia National Park, Hancock County, US-ME, US",44.3330191329,-68.050871023,"All observations"
"Virginia meadowbeauty","Rhexia virginica","2021-07-20","Acadia National Park, Bar Harbor, ME, US",44.3986133333,-68.2352833333,"All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2021-07-20","Acadia National Park, Bar Harbor, ME, US",44.3302633333,-68.1810083333,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-19","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3709260954,-68.2096830134,"All observations"
"Roseroot","Rhodiola rosea","2021-07-17","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3366355896,-68.0567321777,"All observations"
"Monarch","Danaus plexippus","2021-07-17","Mt Desert, ME 04675, USA",44.3203969722,-68.2535029722,"All observations"
"Roseroot","Rhodiola rosea","2021-07-16","Birch Harbor",44.3365898132,-68.056640625,"All observations"
"Roseroot","Rhodiola rosea","2021-07-16","Winter Harbor",44.3334884644,-68.0517272949,"All observations"
"Wood Lily","Lilium philadelphicum","2021-07-16","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.34144108,-68.27311629,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2021-07-16","Gulf of Maine, Isle au Haut, ME, US",44.0277648624,-68.6473851465,"All observations"
"Monarch","Danaus plexippus","2021-07-15","Bar Harbor, ME 04609, USA",44.3975514,-68.20969875,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-15","Acadia National Park Visitor Center, Bar Harbor, ME, US",44.3703166667,-68.2066033333,"All observations"
"purple crownvetch","Securigera varia","2021-07-15","Acadia National Park Visitor Center, Bar Harbor, ME, US",44.3702716667,-68.2066583333,"All observations"
"common heather","Calluna vulgaris","2021-07-15","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.31941795,-68.31699527,"All observations"
"Monarch","Danaus plexippus","2021-07-15","Winter Harbor, ME 04693, USA",44.3364447083,-68.0617680583,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-14","Otter Creek, ME 04660, USA",44.3215538997,-68.2827017,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-13","Winter Harbor, ME 04693, USA",44.3488998333,-68.0689391944,"All observations"
"common milkweed","Asclepias syriaca","2021-07-13","Winter Harbor, ME, USA",44.3367084767,-68.0613639835,"All observations"
"Monarch","Danaus plexippus","2021-07-13","Winter Harbor, ME, USA",44.3367084767,-68.0613639835,"All observations"
"Monarch","Danaus plexippus","2021-07-13","Winter Harbor, ME, USA",44.3367084767,-68.0613639835,"All observations"
"common milkweed","Asclepias syriaca","2021-07-13","Winter Harbor, ME, USA",44.3367084767,-68.0613639835,"All observations"
"Yellow-banded Bumble Bee","Bombus terricola","2021-07-13","Winter Harbor, ME, USA",44.3367084767,-68.0613639835,"All observations"
"Wood Lily","Lilium philadelphicum","2021-07-12","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3393135071,-68.2716064453,"All observations"
"pink lady's slipper","Cypripedium acaule","2021-07-12","Acadia National Park, Mount Desert, ME, US",44.3178783333,-68.2168283333,"All observations"
"pink lady's slipper","Cypripedium acaule","2021-07-12","Acadia National Park, Mount Desert, ME, US",44.3283116667,-68.220345,"All observations"
"Monarch","Danaus plexippus","2021-07-12","Acadia National Park, Birch Harbor, ME, US",44.3373616667,-68.0599138333,"All observations"
"Monarch","Danaus plexippus","2021-07-10","Winter Harbor, ME 04693, USA",44.3354445,-68.0574732997,"All observations"
"Monarch","Danaus plexippus","2021-07-10","Winter Harbor, ME, USA",44.3367084767,-68.0613639835,"All observations"
"Monarch","Danaus plexippus","2021-07-10","Winter Harbor, ME, USA",44.3367084767,-68.0613639835,"All observations"
"field milkwort","Polygala sanguinea","2021-07-10","Acadia National Park, Bar Harbor, ME, US",44.3905916667,-68.23658,"All observations"
"Sea Milkwort","Lysimachia maritima","2021-07-09","Acadia National Park, Birch Harbor, ME, US",44.3408128582,-68.0662738255,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-09","Kebo Valley Club, Bar Harbor, ME, US",44.37115,-68.210005,"All observations"
"common milkweed","Asclepias syriaca","2021-07-08","Acadia National Park, Bar Harbor, ME, US",44.3515866667,-68.2238916667,"All observations"
"Sea Milkwort","Lysimachia maritima","2021-07-07","Birch Harbor",44.340801239,-68.0673599243,"All observations"
"Sea Milkwort","Lysimachia maritima","2021-07-07","Acadia National Park, Hancock County, US-ME, US",44.3401327481,-68.0648823693,"All observations"
"common milkweed","Asclepias syriaca","2021-07-07","Bar Harbor, ME 04609, USA",44.3977099722,-68.2094129722,"All observations"
"Cucumber Root","Medeola virginiana","2021-07-06","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3660253445,-68.2124291135,"All observations"
"purple crownvetch","Securigera varia","2021-07-06","Bar Harbor, ME 04609, USA",44.327142,-68.185529,"All observations"
"Monarch","Danaus plexippus","2021-07-06","Winter Harbor, ME, USA",44.3367166667,-68.0620277778,"All observations"
"Roseroot","Rhodiola rosea","2021-07-03","Birch Harbor",44.3358268738,-68.0668563843,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2021-07-03","Acadia National Park, Southwest Harbor, ME, US",44.2323,-68.318405,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2021-07-03","Acadia National Park, Bass Harbor, ME, US",44.241555,-68.3045283333,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-03","Acadia National Park, Bass Harbor, ME, US",44.240275,-68.30403,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-02","Acadia National Park, Hancock County, US-ME, US",44.3367721467,-68.0593968183,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-02","Acadia National Park, Birch Harbor, ME, US",44.3353103074,-68.0608069288,"All observations"
"purple crownvetch","Securigera varia","2021-07-02","Acadia National Park, Birch Harbor, ME, US",44.3351530379,-68.0606301043,"All observations"
"purple crownvetch","Securigera varia","2021-07-02","Winter Harbor",44.3351173401,-68.0609130859,"All observations"
"purple crownvetch","Securigera varia","2021-07-02","Acadia National Park, Birch Harbor, ME, US",44.3351953011,-68.0607131124,"All observations"
"purple crownvetch","Securigera varia","2021-07-02","Acadia National Park, Birch Harbor, ME, US",44.3351387637,-68.0606550152,"All observations"
"Monarch","Danaus plexippus","2021-07-01","Acadia National Park, Mount Desert, ME, US",44.3204079191,-68.2534342071,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-07-01","Otter Creek, ME 04660, USA",44.3172666667,-68.1997,"All observations"
"common milkweed","Asclepias syriaca","2021-07-01","Bar Harbor, ME 04609, USA",44.3522666667,-68.2244888889,"All observations"
"Monarch","Danaus plexippus","2021-07-01","Winter Harbor, ME, USA",44.3371532394,-68.0612781313,"All observations"
"purple crownvetch","Securigera varia","2021-07-01","Bar Harbor, ME, USA",44.3501333333,-68.2299583333,"All observations"
"Cucumber Root","Medeola virginiana","2021-06-30","Bar Harbor",44.3515510559,-68.2043457031,"All observations"
"Cucumber Root","Medeola virginiana","2021-06-30","Acadia National Park, Bar Harbor, ME, US",44.3522589282,-68.2053089888,"All observations"
"Cucumber Root","Medeola virginiana","2021-06-30","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3518409729,-68.2050933838,"All observations"
"sessile bellwort","Uvularia sessilifolia","2021-06-30","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3621788025,-68.2078475952,"All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2021-06-30","Hancock County, US-ME, US",44.3851783333,-68.2357633333,"All observations"
"Sea Milkwort","Lysimachia maritima","2021-06-29","Winter Harbor, ME, USA",44.3502613996,-68.0538436723,"All observations"
"Roseroot","Rhodiola rosea","2021-06-27","Winter Harbor",44.3355560303,-68.0664825439,"All observations"
"pink lady's slipper","Cypripedium acaule","2021-06-27","Acadia National Park, Bar Harbor, ME, US",44.3371479792,-68.2111925922,"All observations"
"purple crownvetch","Securigera varia","2021-06-26","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3263083333,-68.1863305556,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-26","Bar Harbor, ME, USA",44.3263083333,-68.1863305556,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-24","Maine, USA",44.3385559,-68.2733346,"All observations"
"common milkweed","Asclepias syriaca","2021-06-24","Sieur de Monts Spring, Bar Harbor, ME 04609, USA",44.3625797,-68.2080684,"All observations"
"purple crownvetch","Securigera varia","2021-06-23","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3274351814,-68.1853104342,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-23","Acadia National Park, Bar Harbor, ME, US",44.3273528417,-68.185462956,"All observations"
"Roseroot","Rhodiola rosea","2021-06-23","Winter Harbor, ME 04693, USA",44.3323806117,-68.0610363185,"All observations"
"Monarch","Danaus plexippus","2021-06-23","Winter Harbor, ME 04693, USA",44.3365228611,-68.0619296111,"All observations"
"common milkweed","Asclepias syriaca","2021-06-23","Winter Harbor, ME 04693, USA",44.3365307778,-68.0620471944,"All observations"
"Monarch","Danaus plexippus","2021-06-23","Winter Harbor, ME 04693, USA",44.3359885278,-68.0594745278,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-23","Winter Harbor, ME 04693, USA",44.3367830833,-68.0584816389,"All observations"
"Roseroot","Rhodiola rosea","2021-06-23","Acadia National Park, Hancock, Maine, United States",44.3360483333,-68.0667483333,"All observations"
"Dyer's Greenweed","Genista tinctoria","2021-06-23","Mount Desert Island, Bar Harbor, ME, US",44.375745,-68.19207,"All observations"
"purple crownvetch","Securigera varia","2021-06-23","9 Atterbury Cir, Winter Harbor, ME 04693, USA",44.336171,-68.0595186,"All observations"
"Jack-in-the-Pulpit","Arisaema triphyllum","2021-06-21","Acadia National Park, Bar Harbor, ME, US",44.36252,-68.2081966667,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2021-06-19","Acadia National Park, Southwest Harbor, ME, US",44.2302223701,-68.3220323893,"All observations"
"common milkweed","Asclepias syriaca","2021-06-19","Acadia National Park, Bar Harbor, ME, US",44.3521409478,-68.2239012521,"All observations"
"Roseroot","Rhodiola rosea","2021-06-19","Acadia National Park, Birch Harbor, ME, US",44.3330639447,-68.0625401826,"All observations"
"pink lady's slipper","Cypripedium acaule","2021-06-19","Hancock County, US-ME, US",44.3113325034,-68.3578410873,"All observations"
"Roseroot","Rhodiola rosea","2021-06-19","Acadia National Park, Winter Harbor, ME, US",44.3326383333,-68.0512083333,"All observations"
"Roseroot","Rhodiola rosea","2021-06-19","Gulf of Maine, Winter Harbor, ME, US",44.3321716667,-68.0507583333,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-19","Acadia National Park, Bar Harbor, ME, US",44.3268616667,-68.1856833333,"All observations"
"purple crownvetch","Securigera varia","2021-06-19","Acadia National Park, Bar Harbor, ME, US",44.3263333333,-68.1864383333,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2021-06-19","Acadia National Park, Southwest Harbor, ME, US",44.232675,-68.3185883333,"All observations"
"pink lady's slipper","Cypripedium acaule","2021-06-18","Acadia National Park, Bar Harbor, ME, US",44.3395883333,-68.2112116667,"All observations"
"Southern Arrowwood","Viburnum recognitum","2021-06-18","Acadia National Park, Bar Harbor, ME, US",44.3640633333,-68.2098533333,"All observations"
"sessile bellwort","Uvularia sessilifolia","2021-06-18","Acadia National Park, Bar Harbor, ME, US",44.3667333333,-68.215995,"All observations"
"Roseroot","Rhodiola rosea","2021-06-17","Acadia National Park, Birch Harbor, ME, US",44.3324283333,-68.0602721667,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-16","Bar Harbor",44.3177185059,-68.1985855103,"All observations"
"purple crownvetch","Securigera varia","2021-06-16","Bar Harbor",44.3177185059,-68.1985855103,"All observations"
"purple crownvetch","Securigera varia","2021-06-16","Acadia National Park, Bar Harbor, ME, US",44.3274583333,-68.1853416667,"All observations"
"Monarch","Danaus plexippus","2021-06-16","Trenton, ME 04605, USA",44.4269003121,-68.3655776829,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2021-06-15","Mount Desert Island, Southwest Harbor, ME, US",44.2271116667,-68.3208083333,"All observations"
"eastern poison ivy","Toxicodendron radicans","2021-06-13","Acadia National Park, Bar Harbor, ME, US",44.3236616667,-68.1869133333,"All observations"
"eastern poison ivy","Toxicodendron radicans","2021-06-13","Winter Harbor, ME 04693, USA",44.3367666667,-68.0574388889,"All observations"
"purple crownvetch","Securigera varia","2021-06-13","Acadia National Park, Bar Harbor, ME, US",44.3379333333,-68.1896366667,"All observations"
"purple crownvetch","Securigera varia","2021-06-13","Bar Harbor, ME, USA",44.3275194444,-68.1852777778,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-12","9 Schoodic Shores, Winter Harbor, ME 04693, USA",44.33723413,-68.05949063,"All observations"
"purple crownvetch","Securigera varia","2021-06-12","Acadia National Park, Birch Harbor, ME, US",44.3396477449,-68.0596745892,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-12","Acadia National Park, Birch Harbor, ME, US",44.3373533333,-68.0594166667,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-12","9 Schoodic Shores, Winter Harbor, ME 04693, USA",44.3373242522,-68.0594435332,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-12","Acadia National Park, Hancock County, US-ME, US",44.3374757236,-68.0596258119,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-12","Acadia National Park, Birch Harbor, ME, US",44.3359079459,-68.0595600945,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-12","Winter Harbor, ME 04693, USA",44.3360284683,-68.0582920026,"All observations"
"pink lady's slipper","Cypripedium acaule","2021-06-12","Acadia National Park, Birch Harbor, ME, US",44.3384192661,-68.0594155826,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-12","Acadia National Park, Birch Harbor, ME, US",44.33927868,-68.0592108233,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2021-06-12","Acadia National Park, Southwest Harbor, ME, US",44.2326883333,-68.318475,"All observations"
"Roseroot","Rhodiola rosea","2021-06-12","Winter Harbor",44.3325767517,-68.0511245728,"All observations"
"Jack-in-the-Pulpit","Arisaema triphyllum","2021-06-12","Bar Harbor, ME, USA",44.3625777778,-68.2082444444,"All observations"
"pink lady's slipper","Cypripedium acaule","2021-06-10","Birch Harbor",44.3384170532,-68.0595779419,"All observations"
"pink lady's slipper","Cypripedium acaule","2021-06-09","Acadia National Park, Birch Harbor, ME, US",44.3388252961,-68.0593490923,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-07","Winter Harbor, ME, USA",44.3373859691,-68.0602169022,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-06-07","Acadia National Park, Birch Harbor, ME, US",44.3373833333,-68.0594861667,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2021-06-06","Southwest Harbor, ME 04679, USA",44.2321282479,-68.3178393915,"All observations"
"Roseroot","Rhodiola rosea","2021-06-05","Winter Harbor, ME 04693, USA",44.3319333414,-68.0507007614,"All observations"
"Roseroot","Rhodiola rosea","2021-06-05","Little Moose Island, Acadia National Park, Hancock County, US-ME, US",44.33196525,-68.05065888,"All observations"
"pink lady's slipper","Cypripedium acaule","2021-06-03","Acadia National Park, Bar Harbor, ME, US",44.3839116667,-68.2539583333,"All observations"
"red pine","Pinus resinosa","2021-06-02","Bar Harbor, ME 04609, USA",44.35867913,-68.21074634,"All observations"
"trailing arbutus","Epigaea repens","2021-06-02","Bar Harbor, ME 04609, USA",44.36582649,-68.23130296,"All observations"
"pink lady's slipper","Cypripedium acaule","2021-06-01","Bar Harbor, ME 04609, USA",44.32783267,-68.17923876,"All observations"
"Roseroot","Rhodiola rosea","2021-06-01","Acadia National Park, Winter Harbor, ME, US",44.3326083333,-68.0510166667,"All observations"
"Roseroot","Rhodiola rosea","2021-06-01","Acadia National Park, Winter Harbor, ME, US",44.3326083333,-68.0510166667,"All observations"
"trailing arbutus","Epigaea repens","2021-06-01","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.339992078,-68.2659916207,"All observations"
"pink lady's slipper","Cypripedium acaule","2021-05-31","Acadia National Park, Bar Harbor, ME, US",44.3639331162,-68.2166290574,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2021-05-30","Southwest Harbor, ME 04679, USA",44.23022211,-68.32200454,"All observations"
"pink lady's slipper","Cypripedium acaule","2021-05-30","Otter Creek, ME 04660, USA",44.32384578,-68.31803873,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2021-05-25","Acadia National Park, Southwest Harbor, ME, US",44.2327,-68.31842,"All observations"
"painted trillium","Trillium undulatum","2021-05-23","Southwest Harbor, ME 04679, USA",44.3109653671,-68.3412376419,"All observations"
"rock harlequin","Capnoides sempervirens","2021-05-23","Acadia National Park, Bar Harbor, ME, US",44.3622071741,-68.2078271932,"All observations"
"Oysterplant","Mertensia maritima","2021-05-21","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2288818359,-68.3124465942,"All observations"
"pink lady's slipper","Cypripedium acaule","2021-05-21","Bar Harbor, ME 04609, USA",44.3855500361,-68.2531572506,"All observations"
"eastern poison ivy","Toxicodendron radicans","2021-05-20","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3625335693,-68.2082214355,"All observations"
"pink lady's slipper","Cypripedium acaule","2021-05-20","Bar Harbor",44.3392982483,-68.2222518921,"All observations"
"Roseroot","Rhodiola rosea","2021-05-20","Winter Harbor, ME 04693, USA",44.3355473,-68.0664845997,"All observations"
"Roseroot","Rhodiola rosea","2021-05-15","Winter Harbor, ME, USA",44.3502613996,-68.0538436723,"All observations"
"trailing arbutus","Epigaea repens","2021-05-11","Bar Harbor, ME, USA",44.3611073717,-68.2111891067,"All observations"
"trailing arbutus","Epigaea repens","2021-05-11","Bar Harbor, ME, USA",44.3520724008,-68.2080959907,"All observations"
"Cucumber Root","Medeola virginiana","2021-05-11","Bar Harbor, ME, USA",44.3519348846,-68.2051116344,"All observations"
"Roseroot","Rhodiola rosea","2021-05-06","Winter Harbor, ME, USA",44.3330885641,-68.0620622633,"All observations"
"trailing arbutus","Epigaea repens","2021-05-04","Acadia National Park, Mount Desert, ME, US",44.3266860575,-68.2937449428,"All observations"
"American fly-honeysuckle","Lonicera canadensis","2021-05-02","Acadia National Park, Bar Harbor, ME, US",44.3549383333,-68.26838,"All observations"
"trailing arbutus","Epigaea repens","2021-04-25","Acadia National Park, Bar Harbor, ME, US",44.3938166667,-68.254425,"All observations"
"trailing arbutus","Epigaea repens","2021-04-24","Acadia National Park, Bar Harbor, ME, US",44.3597983662,-68.2107018214,"All observations"
"trailing arbutus","Epigaea repens","2021-04-23","Bar Harbor, ME 04609, USA",44.384787,-68.253827,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2021-04-23","Acadia National Park, Bass Harbor, ME, US",44.2422666667,-68.3038716667,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2021-04-18","Acadia National Park, Southwest Harbor, ME, US",44.2329557358,-68.3193577989,"All observations"
"broom crowberry","Corema conradii","2021-01-04","Southwest Harbor, ME 04679, USA",44.2310613684,-68.3136390522,"All observations"
"Monarch","Danaus plexippus","2020-10-11","Winter Harbor, ME, USA",44.3330399845,-68.0615993639,"All observations"
"Jack-in-the-Pulpit","Arisaema triphyllum","2020-10-03","Acadia National Park, Bar Harbor, ME, US",44.3625356305,-68.2080263965,"All observations"
"southern arrowwood","Viburnum dentatum","2020-09-25","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.37796875,-68.25303736,"All observations"
"Roseroot","Rhodiola rosea","2020-09-25","Winter Harbor, ME, USA",44.3336113207,-68.0495301878,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2020-09-18","Acadia National Park, Southwest Harbor, ME, US",44.2322412817,-68.3167229618,"All observations"
"blue vervain","Verbena hastata","2020-09-15","Acadia National Park, Bar Harbor, ME, US",44.3619703662,-68.2076595648,"All observations"
"Alsike clover","Trifolium hybridum","2020-09-15","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.36285795,-68.20683289,"All observations"
"flat-topped goldenrod","Euthamia graminifolia","2020-09-14","Acadia National Park, Bar Harbor, ME, US",44.3628350879,-68.2068824396,"All observations"
"white turtlehead","Chelone glabra","2020-09-13","Bar Harbor, ME 04609, USA",44.3810523,-68.2543792997,"All observations"
"Jack-in-the-Pulpit","Arisaema triphyllum","2020-09-07","Acadia National Park, Bar Harbor, ME, US",44.3624552354,-68.2078441078,"All observations"
"Jack-in-the-Pulpit","Arisaema triphyllum","2020-09-04","Acadia National Park, Bar Harbor, ME, US",44.362155,-68.207855,"All observations"
"blue vervain","Verbena hastata","2020-09-04","Birch Harbor, ME, US",44.38246167,-68.06331667,"All observations"
