"common.name","scientific.name","observed.on","place.guess","latitude","longitude","cat"
"rugosa rose","Rosa rugosa","2021-06-13","Acadia National Park, Bar Harbor, ME, US",44.3109633333,-68.189155,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-06-13","Bar Harbor, ME, USA",44.3171916667,-68.1911722222,"All observations"
"rugosa rose","Rosa rugosa","2021-06-12","Acadia National Park, Hancock County, US-ME, US",44.3373138272,-68.0593699963,"All observations"
"rugosa rose","Rosa rugosa","2021-06-12","Acadia National Park, Birch Harbor, ME, US",44.3375727157,-68.0594678767,"All observations"
"colt's-foot","Tussilago farfara","2021-06-12","Acadia National Park, Birch Harbor, ME, US",44.3383826592,-68.0595255888,"All observations"
"colt's-foot","Tussilago farfara","2021-06-12","Acadia National Park, Hancock County, US-ME, US",44.3384335134,-68.0596338962,"All observations"
"rugosa rose","Rosa rugosa","2021-06-11","Mt Desert, ME, USA",44.3246211763,-68.3048541512,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-06-09","Acadia National Park, Mount Desert, ME, US",44.369145271,-68.3118050055,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-06-08","Acadia National Park, Southwest Harbor, ME, US",44.2308903563,-68.3154335022,"All observations"
"rugosa rose","Rosa rugosa","2021-06-08","Wonderland Trail, Southwest Harbor, ME 04679, USA",44.2315662,-68.3154282,"All observations"
"rugosa rose","Rosa rugosa","2021-06-07","Acadia National Park, Bar Harbor, ME, US",44.3209216667,-68.1888116667,"All observations"
"rugosa rose","Rosa rugosa","2021-06-05","Winter Harbor, ME 04693, USA",44.3381736997,-68.0456271,"All observations"
"rugosa rose","Rosa rugosa","2021-06-05","Acadia National Park, Bar Harbor, ME, US",44.3396,-68.1775283333,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-06-05","Gulf of Maine, Mount Desert, ME, US",44.299595,-68.2183,"All observations"
"rugosa rose","Rosa rugosa","2021-06-05","Southwest Harbor, ME 04679, USA",44.22939689,-68.31288981,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-06-04","Southwest Harbor, ME 04679, USA",44.29930647,-68.31165428,"All observations"
"rugosa rose","Rosa rugosa","2021-06-04","Otter Peaks, Bar Harbor, ME, USA",44.3179180886,-68.1973430923,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-06-03","Bar Harbor, ME 04609, USA",44.3109869722,-68.1891329722,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-06-03","Acadia National Park, Bar Harbor, ME, US",44.3171833333,-68.1911083333,"All observations"
"rugosa rose","Rosa rugosa","2021-06-03","Acadia National Park, Bar Harbor, ME, US",44.32078,-68.1887366667,"All observations"
"rugosa rose","Rosa rugosa","2021-06-03","Wonderland, Southwest Harbor, ME, USA",44.2441802346,-68.3030865005,"All observations"
"rugosa rose","Rosa rugosa","2021-06-02","Southwest Harbor, ME 04679, USA",44.2368916667,-68.3022055556,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-05-29","Acadia National Park, Blue Hill, ME, US",44.4270697683,-68.3666611897,"All observations"
"rugosa rose","Rosa rugosa","2021-05-26","Acadia National Park, Birch Harbor, ME, US",44.3387366667,-68.0467916667,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-05-26","Bar Harbor",44.3600006104,-68.1869812012,"All observations"
"rugosa rose","Rosa rugosa","2021-05-21","Southwest Harbor",44.2288818359,-68.3124465942,"All observations"
"rugosa rose","Rosa rugosa","2021-05-16","Winter Harbor, ME 04693, USA",44.3385352997,-68.053683,"All observations"
"colt's-foot","Tussilago farfara","2021-04-24","Otter Creek, ME 04660, USA",44.3301666667,-68.2515305556,"All observations"
"rugosa rose","Rosa rugosa","2021-01-17","Nicatous Lake, Acadia National Park, Hancock, Maine, United States",44.2290759722,-68.312503,"All observations"
"rugosa rose","Rosa rugosa","2020-10-20","Acadia National Park, Bar Harbor, ME, US",44.32098,-68.1884783333,"All observations"
"rugosa rose","Rosa rugosa","2020-10-18","Hancock County, US-ME, US",44.2962704321,-68.3540196288,"All observations"
"rugosa rose","Rosa rugosa","2020-10-01","Acadia National Park, Bar Harbor, ME, US",44.3209133333,-68.1884783333,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-09-26","Acadia National Park, Birch Harbor, ME, US",44.3437585468,-68.0665822048,"All observations"
"glossy buckthorn","Frangula alnus","2020-09-25","Acadia National Park, Bar Harbor, ME, US",44.3677662454,-68.2109200732,"All observations"
"glossy buckthorn","Frangula alnus","2020-09-25","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3766965282,-68.2259275374,"All observations"
"rugosa rose","Rosa rugosa","2020-09-18","Acadia National Park, Southwest Harbor, ME, US",44.22949167,-68.313125,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-09-15","Acadia National Park, Bar Harbor, ME, US",44.3285010104,-68.1746520941,"All observations"
"glossy buckthorn","Frangula alnus","2020-09-14","Acadia National Park, Bar Harbor, ME, US",44.3677875773,-68.2111101878,"All observations"
"glossy buckthorn","Frangula alnus","2020-09-14","Acadia National Park, Bar Harbor, ME, US",44.3677626162,-68.2109348962,"All observations"
"glossy buckthorn","Frangula alnus","2020-09-14","Acadia National Park, Bar Harbor, ME, US",44.3677066081,-68.2108355128,"All observations"
"glossy buckthorn","Frangula alnus","2020-09-14","Acadia National Park, Bar Harbor, ME, US",44.3677301246,-68.2109889259,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-09-12","Acadia National Park, Bar Harbor, ME, US",44.3156896103,-68.1904869222,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-09-10","Acadia National Park, Birch Harbor, ME, US",44.33268333,-68.06088333,"All observations"
"rugosa rose","Rosa rugosa","2020-09-10","Acadia National Park, Bass Harbor, ME, US",44.2413782388,-68.3008127311,"All observations"
"rugosa rose","Rosa rugosa","2020-09-05","Acadia National Park, Bar Harbor, ME, US",44.32512167,-68.18657833,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-09-02","Acadia National Park, Birch Harbor, ME, US",44.3454409235,-68.0660761865,"All observations"
"glossy buckthorn","Frangula alnus","2020-09-01","Acadia National Park, Bar Harbor, ME, US",44.3677820033,-68.2109927573,"All observations"
"rugosa rose","Rosa rugosa","2020-09-01","Acadia National Park, Mount Desert, ME, US",44.3278394256,-68.2411101998,"All observations"
"glossy buckthorn","Frangula alnus","2020-09-01","Hancock County, US-ME, US",44.25431431,-68.3467396,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-09-01","Bar Harbor, ME 04609, USA",44.3109308333,-68.1892011389,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-31","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2564883333,-68.3474183333,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-31","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.256492164,-68.34726993,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-28","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3677646108,-68.2110993751,"All observations"
"purple loosestrife","Lythrum salicaria","2020-08-28","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3628850021,-68.2068904024,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-27","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.36781747,-68.21122421,"All observations"
"rugosa rose","Rosa rugosa","2020-08-27","Acadia National Park, Bar Harbor, ME, US",44.32526333,-68.1866,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-08-27","Acadia National Park, Bar Harbor, ME, US",44.330795,-68.18481333,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-27","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.36773442,-68.21113023,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-27","Acadia National Park, Bar Harbor, ME, US",44.3676408939,-68.2108531148,"All observations"
"creeping thistle","Cirsium arvense","2020-08-27","Acadia National Park, Bar Harbor, ME, US",44.3629249838,-68.2067645062,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2020-08-26","Acadia National Park, Bar Harbor, ME, US",44.39746333,-68.20991333,"All observations"
"Norway maple","Acer platanoides","2020-08-26","Acadia National Park, Bar Harbor, ME, US",44.39813667,-68.20773333,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2020-08-26","Acadia National Park, Bar Harbor, ME, US",44.39813333,-68.2079,"All observations"
"Norway maple","Acer platanoides","2020-08-26","Acadia National Park, Bar Harbor, ME, US",44.39767,-68.21112,"All observations"
"rugosa rose","Rosa rugosa","2020-08-25","Acadia National Park, Bar Harbor, ME, US",44.3108597864,-68.1893216819,"All observations"
"rugosa rose","Rosa rugosa","2020-08-18","Bar Harbor",44.32085833,-68.18875833,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-18","Acadia National Park, Bar Harbor, ME, US",44.367820703,-68.2109973569,"All observations"
"creeping thistle","Cirsium arvense","2020-08-18","Acadia National Park, Bar Harbor, ME, US",44.3629,-68.20678667,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-18","Acadia National Park, Bar Harbor, ME, US",44.3677204382,-68.2110852097,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-17","Acadia National Park, Bar Harbor, ME, US",44.367788625,-68.2111704536,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-17","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3677967,-68.21112663,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-08-15","Acadia National Park, Bar Harbor, ME, US",44.35247,-68.22534167,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-08-13","Acadia National Park, Bar Harbor, ME, US",44.32846333,-68.17468333,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-11","Hancock County, US-ME, US",44.2543967602,-68.3468294456,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-10","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2565163458,-68.3473408409,"All observations"
"rugosa rose","Rosa rugosa","2020-08-09","Acadia National Park, Birch Harbor, ME, US",44.3654621439,-68.0763715134,"All observations"
"rugosa rose","Rosa rugosa","2020-08-06","Acadia National Park, Birch Harbor, ME, US",44.375631753,-68.075763404,"All observations"
"Norway maple","Acer platanoides","2020-08-06","Acadia National Park, Hancock County, US-ME, US",44.3712222,-68.211596,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-06","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.36904488,-68.2116198,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-08-05","Acadia National Park, Birch Harbor, ME, US",44.3330839416,-68.0613877718,"All observations"
"rugosa rose","Rosa rugosa","2020-08-05","Acadia National Park, Birch Harbor, ME, US",44.33290833,-68.06151667,"All observations"
"rugosa rose","Rosa rugosa","2020-08-05","Mount Desert Island, Bar Harbor, ME, US",44.31743833,-68.19951667,"All observations"
"rugosa rose","Rosa rugosa","2020-08-05","Acadia National Park, Bar Harbor, ME, US",44.3114426531,-68.1901006013,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-08-05","Acadia National Park, Bar Harbor, ME, US",44.3128275944,-68.1912980743,"All observations"
"rugosa rose","Rosa rugosa","2020-08-05","Acadia National Park, Bar Harbor, ME, US",44.32081667,-68.188705,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-04","Acadia National Park, Hancock County, US-ME, US",44.25651889,-68.34692857,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-04","Acadia National Park, Hancock County, US-ME, US",44.2563992091,-68.3469070813,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-04","Hancock County, US-ME, US",44.25471595,-68.34662299,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-04","Hancock County, US-ME, US",44.25461659,-68.3465058,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-04","Hancock County, US-ME, US",44.2541204254,-68.3468534216,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-04","Hancock County, US-ME, US",44.2545549574,-68.3466402442,"All observations"
"glossy buckthorn","Frangula alnus","2020-08-04","Hancock County, US-ME, US",44.2542248,-68.34682175,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-08-04","Acadia National Park, Bar Harbor, ME, US",44.34111333,-68.17707833,"All observations"
"rugosa rose","Rosa rugosa","2020-08-02","Acadia National Park, Bar Harbor, ME, US",44.356200446,-68.2723077037,"All observations"
"rugosa rose","Rosa rugosa","2020-08-01","Acadia National Park, Bar Harbor, ME, US",44.3109622983,-68.1892936376,"All observations"
"glossy buckthorn","Frangula alnus","2020-07-28","Mount Desert Island, Bass Harbor, ME, US",44.2541567366,-68.3469617552,"All observations"
"rugosa rose","Rosa rugosa","2020-07-28","Hancock County, US-ME, US",44.2220590124,-68.3375616745,"All observations"
"glossy buckthorn","Frangula alnus","2020-07-28","Hancock County, US-ME, US",44.25427819,-68.34685597,"All observations"
"glossy buckthorn","Frangula alnus","2020-07-28","Hancock County, US-ME, US",44.2543369253,-68.3466265351,"All observations"
"rugosa rose","Rosa rugosa","2020-07-27","Gulf of Maine, Southwest Harbor, ME, US",44.22916167,-68.312805,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-07-27","Gulf of Maine, Bar Harbor, ME, US",44.307626292,-68.1893658832,"All observations"
"glossy buckthorn","Frangula alnus","2020-07-26","Southwest Harbor",44.2543065498,-68.3467028567,"All observations"
"rugosa rose","Rosa rugosa","2020-07-21","Acadia National Park, Bar Harbor, ME, US",44.3523040511,-68.2241367886,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2020-07-20","Acadia National Park, Mount Desert, ME, US",44.3455399604,-68.2808954936,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2020-07-19","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3297283305,-68.1842999999,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2020-07-19","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3297478185,-68.1843217929,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-07-19","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3260524469,-68.1775677391,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-07-19","Acadia National Park, Bar Harbor, ME, US",44.32082833,-68.188675,"All observations"
"rugosa rose","Rosa rugosa","2020-07-18","Gulf of Maine, Southwest Harbor, ME, US",44.22202,-68.33754667,"All observations"
"rugosa rose","Rosa rugosa","2020-07-18","Gulf of Maine, Southwest Harbor, ME, US",44.22201167,-68.337425,"All observations"
"rugosa rose","Rosa rugosa","2020-07-18","Acadia National Park, Mount Desert, ME, US",44.328495,-68.29299167,"All observations"
"rugosa rose","Rosa rugosa","2020-07-18","Gulf of Maine, Southwest Harbor, ME, US",44.22199667,-68.337325,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-07-17","Buck Cove, Gouldsboro, ME, US",44.364822881,-68.0381285179,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-07-17","Acadia National Park, Birch Harbor, ME, US",44.33249167,-68.06082783,"All observations"
"rugosa rose","Rosa rugosa","2020-07-17","Bar Harbor, ME 04609, USA",44.3599329722,-68.1882889722,"All observations"
"rugosa rose","Rosa rugosa","2020-07-17","Bar Harbor, ME 04609, USA",44.3599249722,-68.188293,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2020-07-13","Acadia National Park, Bar Harbor, ME, US",44.3738659369,-68.2436729233,"All observations"
"rugosa rose","Rosa rugosa","2020-07-06","Acadia National Park, Bar Harbor, ME, US",44.32070833,-68.18875,"All observations"
"rugosa rose","Rosa rugosa","2020-07-06","Acadia National Park, Bar Harbor, ME, US",44.320745,-68.18878,"All observations"
"bittersweet nightshade","Solanum dulcamara","2020-06-24","Acadia National Park",44.338555951,-68.2733345032,"All observations"
"rugosa rose","Rosa rugosa","2020-06-24","Acadia National Park, Bar Harbor, ME, US",44.3531164296,-68.224829027,"All observations"
"rugosa rose","Rosa rugosa","2020-06-24","Acadia National Park, Bar Harbor, ME, US",44.3531,-68.22493667,"All observations"
"rugosa rose","Rosa rugosa","2020-06-22","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3207466184,-68.1888152473,"All observations"
"rugosa rose","Rosa rugosa","2020-06-22","Acadia National Park, Birch Harbor, ME, US",44.33892833,-68.04525,"All observations"
"rugosa rose","Rosa rugosa","2020-06-21","Acadia National Park, Bar Harbor, ME, US",44.353152942,-68.2236993034,"All observations"
"rugosa rose","Rosa rugosa","2020-06-20","Winter Harbor, ME, USA",44.3428805556,-68.0600444444,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2020-06-13","Acadia National Park, Bar Harbor, ME, US",44.3977108142,-68.2090436306,"All observations"
"rugosa rose","Rosa rugosa","2020-06-08","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3208361111,-68.1889027778,"All observations"
"colt's-foot","Tussilago farfara","2020-05-14","Tremont, ME 04612, USA",44.2820444444,-68.3904305556,"All observations"
"colt's-foot","Tussilago farfara","2020-03-18","Mount Desert Island, Bar Harbor, ME, US",44.3292327471,-68.1838879231,"All observations"
"rugosa rose","Rosa rugosa","2019-12-22","Bar Harbor, ME, USA",44.3292639219,-68.1832534815,"All observations"
"rugosa rose","Rosa rugosa","2019-10-27","Acadia National Park, Southwest Harbor, ME, US",44.2291708825,-68.3124374505,"All observations"
"rugosa rose","Rosa rugosa","2019-10-16","Acadia National Park, Birch Harbor, ME, US",44.33258,-68.0606916667,"All observations"
"bittersweet nightshade","Solanum dulcamara","2019-10-16","Acadia National Park, Birch Harbor, ME, US",44.3326616667,-68.0608528333,"All observations"
"rugosa rose","Rosa rugosa","2019-10-16","Gulf of Maine, Southwest Harbor, ME, US",44.23688,-68.3021616667,"All observations"
"rugosa rose","Rosa rugosa","2019-10-13","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3173497683,-68.1989758742,"All observations"
"bittersweet nightshade","Solanum dulcamara","2019-10-08","Acadia National Park, Mount Desert, ME, US",44.3065,-68.2042616667,"All observations"
"bittersweet nightshade","Solanum dulcamara","2019-10-07","Acadia National Park, Mount Desert, ME, US",44.2974369517,-68.2152052735,"All observations"
"rugosa rose","Rosa rugosa","2019-10-07","Acadia National Park, Southwest Harbor, ME, US",44.2294533333,-68.3124,"All observations"
"rugosa rose","Rosa rugosa","2019-10-07","Gulf of Maine, Southwest Harbor, ME, US",44.229295,-68.3129583333,"All observations"
"rugosa rose","Rosa rugosa","2019-10-01","Acadia National Park, Bar Harbor, ME, US",44.3641083333,-68.2044,"All observations"
"bittersweet nightshade","Solanum dulcamara","2019-09-30","Winter Harbor, ME 04693, USA",44.3329162598,-68.0604171753,"All observations"
"rugosa rose","Rosa rugosa","2019-09-28","Acadia National Park, Birch Harbor, ME, US",44.3662133333,-68.0762555,"All observations"
"creeping thistle","Cirsium arvense","2019-09-28","Winter Harbor, ME, USA",44.3390738168,-68.0588688876,"All observations"
"rugosa rose","Rosa rugosa","2019-09-28","Winter Harbor, ME, USA",44.3383997155,-68.0461692702,"All observations"
"rugosa rose","Rosa rugosa","2019-09-28","Winter Harbor, ME, USA",44.3385481709,-68.0460211404,"All observations"
"rugosa rose","Rosa rugosa","2019-09-24","Acadia National Park, Birch Harbor, ME, US",44.3653097063,-68.0763183309,"All observations"
"rugosa rose","Rosa rugosa","2019-09-24","Bar Harbor, ME 04609, USA",44.3288383484,-68.18019104,"All observations"
"rugosa rose","Rosa rugosa","2019-09-17","Winter Harbor, ME 04693, USA",44.3664741516,-68.0763320923,"All observations"
"rugosa rose","Rosa rugosa","2019-09-17","Southwest Harbor, ME, USA",44.23112,-68.32356,"All observations"
"colt's-foot","Tussilago farfara","2019-09-17","Mount Desert Island, Bar Harbor, ME, US",44.3748631608,-68.1917013881,"All observations"
"rugosa rose","Rosa rugosa","2019-09-16","Acadia National Park, Bar Harbor, ME, US",44.3174469565,-68.1994484459,"All observations"
"rugosa rose","Rosa rugosa","2019-09-16","Cadillac Mountain",44.3525816,-68.2251036,"All observations"
"rugosa rose","Rosa rugosa","2019-09-13","Frenchman Bay, Birch Harbor, ME, US",44.3664466667,-68.0764,"All observations"
"rugosa rose","Rosa rugosa","2019-09-10","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.22194604,-68.33751318,"All observations"
"bittersweet nightshade","Solanum dulcamara","2019-09-10","Winter Harbor, ME, USA",44.3281361111,-68.0334861111,"All observations"
"bittersweet nightshade","Solanum dulcamara","2019-09-10","Acadia National Park, Winter Harbor, ME, US",44.32807412,-68.0332985055,"All observations"
"rugosa rose","Rosa rugosa","2019-09-06","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.32079416,-68.18881323,"All observations"
"rugosa rose","Rosa rugosa","2019-09-03","Mt Desert, ME 04675, USA",44.3208893593,-68.2532910258,"All observations"
"rugosa rose","Rosa rugosa","2019-09-01","Frenchman Bay, Birch Harbor, ME, US",44.3756031152,-68.0727655348,"All observations"
"rugosa rose","Rosa rugosa","2019-08-31","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3109721667,-68.1890561389,"All observations"
"rugosa rose","Rosa rugosa","2019-08-26","Acadia National Park, Bar Harbor, ME, US",44.3656021048,-68.2879319301,"All observations"
"colt's-foot","Tussilago farfara","2019-08-26","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3192449166,-68.226831453,"All observations"
"rugosa rose","Rosa rugosa","2019-08-24","Southwest Harbor",44.2293913,-68.3131473,"All observations"
"rugosa rose","Rosa rugosa","2019-08-23","Southwest Harbor",44.241837,-68.3003459,"All observations"
"rugosa rose","Rosa rugosa","2019-08-22","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2294575088,-68.3131189552,"All observations"
"rugosa rose","Rosa rugosa","2019-08-21","Winter Harbor, ME 04693, USA",44.3651199341,-68.0763473511,"All observations"
"rugosa rose","Rosa rugosa","2019-08-20","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2219486461,-68.337391345,"All observations"
"rugosa rose","Rosa rugosa","2019-08-20","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2220179205,-68.3373757052,"All observations"
"rugosa rose","Rosa rugosa","2019-08-20","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3207843325,-68.1889226022,"All observations"
"bittersweet nightshade","Solanum dulcamara","2019-08-18","Gulf of Maine, Isle au Haut, ME, US",44.0109527833,-68.6147466667,"All observations"
"rugosa rose","Rosa rugosa","2019-08-18","Gulf of Maine, Southwest Harbor, ME, US",44.229375,-68.3139116667,"All observations"
"rugosa rose","Rosa rugosa","2019-08-17","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.23693677,-68.30207199,"All observations"
"rugosa rose","Rosa rugosa","2019-08-14","Acadia National Park, Birch Harbor, ME, US",44.3652618558,-68.0761992377,"All observations"
"rugosa rose","Rosa rugosa","2019-08-14","Acadia National Park, Southwest Harbor, ME, US",44.2291116667,-68.312325,"All observations"
"glossy buckthorn","Frangula alnus","2019-08-13","Acadia National Park, Bar Harbor, ME, US",44.3611659995,-68.229813315,"All observations"
"rugosa rose","Rosa rugosa","2019-08-11","Acadia National Park, Bar Harbor, ME, US",44.3226105676,-68.2023817584,"All observations"
"spotted knapweed","Centaurea stoebe","2019-08-07","Acadia National Park, Bar Harbor, ME, US",44.3260716667,-68.1789633333,"All observations"
"rugosa rose","Rosa rugosa","2019-08-06","Acadia National Park, Winter Harbor, ME, US",44.3319194438,-68.0503097457,"All observations"
"rugosa rose","Rosa rugosa","2019-08-06","Acadia National Park, Winter Harbor, ME, US",44.3322224496,-68.0507829879,"All observations"
"rugosa rose","Rosa rugosa","2019-08-02","Acadia National Park, Southwest Harbor, ME, US",44.2296466667,-68.31337,"All observations"
"rugosa rose","Rosa rugosa","2019-08-01","Bar Harbor, ME, USA",44.3172870957,-68.1999517593,"All observations"
"rugosa rose","Rosa rugosa","2019-07-31","Acadia National Park, Bar Harbor, ME, US",44.317456464,-68.1994016193,"All observations"
"bittersweet nightshade","Solanum dulcamara","2019-07-30","Acadia National Park, Birch Harbor, ME, US",44.33263,-68.0607695,"All observations"
"rugosa rose","Rosa rugosa","2019-07-25","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3493418163,-68.1877303776,"All observations"
"bittersweet nightshade","Solanum dulcamara","2019-07-25","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3494611746,-68.1878345647,"All observations"
"rugosa rose","Rosa rugosa","2019-07-19","Southwest Harbor, ME 04679, USA",44.2294044495,-68.3128967285,"All observations"
"multiflora rose","Rosa multiflora","2019-07-18","Hancock County, US-ME, US",44.2223466667,-68.3378666667,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-07-18","Acadia National Park, Bar Harbor, ME, US",44.3801902292,-68.2594988019,"All observations"
"rugosa rose","Rosa rugosa","2019-07-17","87 Fernald Point Rd, Southwest Harbor, ME 04679, USA",44.2992515564,-68.3174514771,"All observations"
"bittersweet nightshade","Solanum dulcamara","2019-07-16","Acadia National Park, Bar Harbor, ME, US",44.3284301833,-68.1746474002,"All observations"
"rugosa rose","Rosa rugosa","2019-07-15","Acadia National Park, Bar Harbor, ME, US",44.3530877727,-68.2248793077,"All observations"
"bittersweet nightshade","Solanum dulcamara","2019-07-11","Acadia National Park, Winter Harbor, ME, US",44.3349916667,-68.0520555,"All observations"
"rugosa rose","Rosa rugosa","2019-07-10","Acadia National Park, Southwest Harbor, ME, US",44.22945,-68.3129366667,"All observations"
"rugosa rose","Rosa rugosa","2019-07-10","Acadia National Park, Southwest Harbor, ME, US",44.2283166667,-68.3120333333,"All observations"
"rugosa rose","Rosa rugosa","2019-07-09","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2418650724,-68.2999224868,"All observations"
"rugosa rose","Rosa rugosa","2019-07-07","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3288183911,-68.1842513849,"All observations"
"rugosa rose","Rosa rugosa","2019-07-07","Acadia National Park, Bar Harbor, ME, US",44.3168872549,-68.1912579016,"All observations"
"rugosa rose","Rosa rugosa","2019-07-07","Acadia National Park, Bass Harbor, ME, US",44.2411398657,-68.3037172205,"All observations"
"rugosa rose","Rosa rugosa","2019-07-07","Acadia National Park, Bass Harbor, ME, US",44.2407097165,-68.3040600607,"All observations"
"rugosa rose","Rosa rugosa","2019-07-04","Maine, USA",44.3385559,-68.2733346,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-07-03","Maine, USA",44.3385559,-68.2733346,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-07-02","Bar Harbor, ME 04609, USA",44.3971366882,-68.2102127075,"All observations"
"rugosa rose","Rosa rugosa","2019-07-02","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3250858458,-68.1866271515,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-07-01","Maine, USA",44.3385559,-68.2733346,"All observations"
"rugosa rose","Rosa rugosa","2019-06-30","Acadia National Park, Bar Harbor, ME, US",44.3298863659,-68.1791138717,"All observations"
"rugosa rose","Rosa rugosa","2019-06-30","Acadia National Park, Southwest Harbor, ME, US",44.2255689134,-68.3221491697,"All observations"
"rugosa rose","Rosa rugosa","2019-06-30","Location: 44.320616, -68.188744",44.3206159077,-68.1887440011,"All observations"
"rugosa rose","Rosa rugosa","2019-06-28","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.32721635,-68.18567017,"All observations"
"bittersweet nightshade","Solanum dulcamara","2019-06-28","Acadia National Park, Bar Harbor, ME, US",44.3109466667,-68.1886216667,"All observations"
"rugosa rose","Rosa rugosa","2019-06-28","Schoodic Point, Acadia National Park, Hancock, Maine, United States",44.3580909567,-68.07643318,"All observations"
